style_id,gender,brand,style_name,color,description,material_&_care,article_type,fabric,fit,neck,pattern,type,length,country_of_origin,waist_rise,wash_care,sleeve_length,image,price,quantity
5642070,Men,Roadster,Roadster Men Black  Grey Colourblocked Pullover Sweater,Black,"Black and grey colourblocked pullover sweater, has a round neck, long sleeves, ribbed hem",Acrylic<br> Machine-wash,Sweaters,Acrylic,,Round Neck,Colourblocked,Pullover,,India,,Machine Wash,Long Sleeves,"http://myntra.myntassets.com/assets/images/5642070/2018/7/17/9d58c323-db63-4ad9-bb53-20746d30c1081531816512711-Roadster-Men-Sweaters-7091531816512543-1.jpg,http://myntra.myntassets.com/assets/images/5642070/2018/7/17/41f446b2-1803-4b23-85ac-6a3467eafc1b1531816512694-Roadster-Men-Sweaters-7091531816512543-2.jpg,http://assets.myntassets.com/assets/images/5642070/2018/7/17/9d58c323-db63-4ad9-bb53-20746d30c1081531816512711-Roadster-Men-Sweaters-7091531816512543-1.jpg,http://myntra.myntassets.com/assets/images/5642070/2018/7/17/41f446b2-1803-4b23-85ac-6a3467eafc1b1531816512694-Roadster-Men-Sweaters-7091531816512543-2.jpg,http://assets.myntassets.com/assets/images/5642070/2018/7/17/9d58c323-db63-4ad9-bb53-20746d30c1081531816512711-Roadster-Men-Sweaters-7091531816512543-1.jpg,http://assets.myntassets.com/assets/images/5642070/2018/7/17/41f446b2-1803-4b23-85ac-6a3467eafc1b1531816512694-Roadster-Men-Sweaters-7091531816512543-2.jpg,http://assets.myntassets.com/assets/images/5642070/2018/7/17/c9b0dc36-8876-41ba-8fa4-3e9b933b4bb91531816512678-Roadster-Men-Sweaters-7091531816512543-3.jpg,http://assets.myntassets.com/assets/images/5642070/2018/7/17/3ee5b250-07a2-41fa-bac4-0f981df45e3f1531816512653-Roadster-Men-Sweaters-7091531816512543-5.jpg,http://assets.myntassets.com/assets/images/5642070/2018/7/17/5e09b27d-2940-4af4-a58b-03a5516bd6741531816512664-Roadster-Men-Sweaters-7091531816512543-4.jpg",968.448,10
13622652,Men,Roadster,Roadster Men Blue Brand Logo Printed Cotton T-shirt,Blue,"<ul> <li> Blue Tshirt for men </li> <li> Brand logo printed </li> <li> Regular length </li> <li> Round neck </li> <li> Short,  regular sleeves </li> <li> Woven cotton fabric </li> </ul>",Cotton <br> Machine wash,Tshirts,Cotton,Regular Fit,Round Neck,Printed,,Regular,India,,Machine Wash,Short Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13622652/2021/6/28/37a24635-e1fb-4c22-92e0-dd01b21902f61624863072139-Roadster-Men-Tshirts-2431624863071584-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13622652/2021/6/28/f41cb221-49e8-4432-9c43-8c6138decb9b1624863072116-Roadster-Men-Tshirts-2431624863071584-2.jpg,http://assets.myntassets.com/assets/images/13622652/2021/6/28/37a24635-e1fb-4c22-92e0-dd01b21902f61624863072139-Roadster-Men-Tshirts-2431624863071584-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13622652/2021/6/28/f41cb221-49e8-4432-9c43-8c6138decb9b1624863072116-Roadster-Men-Tshirts-2431624863071584-2.jpg,http://assets.myntassets.com/assets/images/13622652/2021/6/28/37a24635-e1fb-4c22-92e0-dd01b21902f61624863072139-Roadster-Men-Tshirts-2431624863071584-1.jpg,http://assets.myntassets.com/assets/images/13622652/2021/6/28/f41cb221-49e8-4432-9c43-8c6138decb9b1624863072116-Roadster-Men-Tshirts-2431624863071584-2.jpg,http://assets.myntassets.com/assets/images/13622652/2021/6/28/c6911318-62b8-4b43-9a05-bc48b87a60e61624863072094-Roadster-Men-Tshirts-2431624863071584-3.jpg,http://assets.myntassets.com/assets/images/13622652/2021/6/28/18476c6e-3e1e-467b-b30c-ab1c98b3b5ae1624863072054-Roadster-Men-Tshirts-2431624863071584-5.jpg,http://assets.myntassets.com/assets/images/13622652/2021/6/28/e8e91274-a8e9-4d91-b493-ecfd92df8af31624863072075-Roadster-Men-Tshirts-2431624863071584-4.jpg",516.032,12
13822448,Men,M&H Our Water,MH Our Water Men Orange Printed T-shirt,Orange,"<ul> <li> Orange Tshirt for men </li> <li> Graphic printed </li> <li> Regular length </li> <li> Round neck </li> <li> Short,  regular sleeves </li> <li> Knitted cotton fabric </li> </ul>",50% cotton 50% recycled polyester<br>Machine wash,Tshirts,Cotton,Regular Fit,Round Neck,Printed,,Regular,India,,Machine Wash,Short Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13822448/2021/7/6/65b1cce7-9268-4359-8908-901d0f637fb21625575042020-Sustainable-8591625575041469-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13822448/2021/7/6/54dcd8da-86a1-48d8-b2c8-4c25224c81aa1625575042009-Sustainable-8591625575041469-2.jpg,http://assets.myntassets.com/assets/images/13822448/2021/7/6/65b1cce7-9268-4359-8908-901d0f637fb21625575042020-Sustainable-8591625575041469-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13822448/2021/7/6/54dcd8da-86a1-48d8-b2c8-4c25224c81aa1625575042009-Sustainable-8591625575041469-2.jpg,http://assets.myntassets.com/assets/images/13822448/2021/7/6/65b1cce7-9268-4359-8908-901d0f637fb21625575042020-Sustainable-8591625575041469-1.jpg,http://assets.myntassets.com/assets/images/13822448/2021/7/6/54dcd8da-86a1-48d8-b2c8-4c25224c81aa1625575042009-Sustainable-8591625575041469-2.jpg,http://assets.myntassets.com/assets/images/13822448/2021/7/6/6924a18b-0e6b-41c8-8e59-40ef9e76f3041625575041999-Sustainable-8591625575041469-3.jpg,http://assets.myntassets.com/assets/images/13822448/2021/7/6/a7e0655c-0264-4afa-ab0b-76f27289d5501625575041983-Sustainable-8591625575041469-5.jpg,http://assets.myntassets.com/assets/images/13822448/2021/7/6/89da67bd-acbe-4da6-85a4-1a0be4b8f6381625575041991-Sustainable-8591625575041469-4.jpg,http://assets.myntassets.com/assets/images/13822448/2021/7/6/3bf47025-521e-4acc-bd37-5fd02a8326671625575041963-Sustainable-8591625575041469-6.jpg",545.0880000000001,12
9479121,Women,Roadster,Roadster Women Blue Solid Quilted Jacket,Blue,"Blue solid quilted jacket, has a hood, 2 pockets, zip closure, long sleeves, straight hem","Shell: 100% nylon, Lining: 100% polyester<br>Machine-wash",Jackets,Nylon,,,Solid,Quilted Jacket,Regular,India,,Machine Wash,Long Sleeves,"http://myntra.myntassets.com/assets/images/9479121/2019/7/11/3235f167-ea71-4ffd-a6b6-6b7775a6967e1562845127578-Roadster-Women-Jackets-471562845126500-1.jpg,http://myntra.myntassets.com/assets/images/9479121/2019/7/11/a9fa7f58-1988-47fa-a713-1d62c2ec60871562845127560-Roadster-Women-Jackets-471562845126500-2.jpg,http://assets.myntassets.com/assets/images/9479121/2019/7/11/3235f167-ea71-4ffd-a6b6-6b7775a6967e1562845127578-Roadster-Women-Jackets-471562845126500-1.jpg,http://myntra.myntassets.com/assets/images/9479121/2019/7/11/a9fa7f58-1988-47fa-a713-1d62c2ec60871562845127560-Roadster-Women-Jackets-471562845126500-2.jpg,http://assets.myntassets.com/assets/images/9479121/2019/7/11/3235f167-ea71-4ffd-a6b6-6b7775a6967e1562845127578-Roadster-Women-Jackets-471562845126500-1.jpg,http://assets.myntassets.com/assets/images/9479121/2019/7/11/a9fa7f58-1988-47fa-a713-1d62c2ec60871562845127560-Roadster-Women-Jackets-471562845126500-2.jpg,http://assets.myntassets.com/assets/images/9479121/2019/7/11/a76638e1-a5ad-4171-9090-abcee25886b01562845127544-Roadster-Women-Jackets-471562845126500-3.jpg,http://assets.myntassets.com/assets/images/9479121/2019/7/11/0341bc09-2e49-4c0b-bde9-6b552dc968481562845127511-Roadster-Women-Jackets-471562845126500-5.jpg,http://assets.myntassets.com/assets/images/9479121/2019/7/11/51998a66-b47c-4730-a6ad-461c59d7be7c1562845127526-Roadster-Women-Jackets-471562845126500-4.jpg",2041.6480000000001,10
14012458,Men,Mast & Harbour,Mast  Harbour Men Blue Light Fade Skinny Fit Stretchable Jeans,Blue,"<ul> <li> Medium light fade blue jeans </li> <li> Regular fit,  mid-rise </li> <li> Clean look </li> <li> Stretchable </li> <li> 5 pocket </li> <li> Length: regular </li> </ul>","99% Cotton, 1% elastane<br>Machine wash",Jeans,Cotton,Skinny Fit,,,,Regular,India,Mid-Rise,Machine Wash,,"https://azmyntra.myntassets.com/dam-assets/assets/images/14012458/2021/7/1/2170d08c-2613-4d57-aeda-0fcd9a6258481625124649511-Mast--Harbour-Men-Jeans-2821625124648816-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/14012458/2021/7/1/062f6f6f-49fc-4b9a-9820-e0b2a68bbba81625124649502-Mast--Harbour-Men-Jeans-2821625124648816-2.jpg,http://assets.myntassets.com/assets/images/14012458/2021/7/1/062f6f6f-49fc-4b9a-9820-e0b2a68bbba81625124649502-Mast--Harbour-Men-Jeans-2821625124648816-2.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/14012458/2021/7/1/062f6f6f-49fc-4b9a-9820-e0b2a68bbba81625124649502-Mast--Harbour-Men-Jeans-2821625124648816-2.jpg,http://assets.myntassets.com/assets/images/14012458/2021/7/1/062f6f6f-49fc-4b9a-9820-e0b2a68bbba81625124649502-Mast--Harbour-Men-Jeans-2821625124648816-2.jpg,http://assets.myntassets.com/assets/images/14012458/2021/7/1/2170d08c-2613-4d57-aeda-0fcd9a6258481625124649511-Mast--Harbour-Men-Jeans-2821625124648816-1.jpg,http://assets.myntassets.com/assets/images/14012458/2021/7/1/f39528c1-a828-4c1f-a726-1114c1ae098d1625124649494-Mast--Harbour-Men-Jeans-2821625124648816-3.jpg,http://assets.myntassets.com/assets/images/14012458/2021/7/1/c8b8e0d4-d5da-4579-b06b-572ec75e3a9a1625124649478-Mast--Harbour-Men-Jeans-2821625124648816-5.jpg,http://assets.myntassets.com/assets/images/14012458/2021/7/1/7fd6c0e4-e325-4568-9dcb-9266a17cc70f1625124649486-Mast--Harbour-Men-Jeans-2821625124648816-4.jpg,http://assets.myntassets.com/assets/images/14012458/2021/7/1/fbe483fb-829b-4ff7-a2f4-11779b86e1d61625124649468-Mast--Harbour-Men-Jeans-2821625124648816-6.jpg,http://assets.myntassets.com/assets/images/14012458/2021/7/1/3d7b1e30-205a-47be-aa2e-0504ea62d6451625124649459-Mast--Harbour-Men-Jeans-2821625124648816-7.jpg",1138.896,12
13623548,Men,Roadster,Roadster Men Olive Green  Off White Brand Logo Printed T-shirt,Olive,"<ul><li>Olive Green and off white Tshirt for men</li><li>Brand logo printed</li><li>Regular length</li><li>Round neck</li><li>Long, regular sleeves</li><li>Knitted cotton fabric</li></ul>",Cotton <br> Machine wash,Tshirts,Cotton,Regular Fit,Round Neck,Printed,,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13623548/2021/7/15/a6afd531-89a1-4cb9-a27d-660e43daf7ca1626321118474-Roadster-Men-Olive-Green--Off-White-Brand-Logo-Printed-T-shi-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13623548/2021/7/15/d64333c4-837e-40fd-8763-0cb098d7ce6d1626321118464-Roadster-Men-Olive-Green--Off-White-Brand-Logo-Printed-T-shi-2.jpg,http://assets.myntassets.com/assets/images/13623548/2021/7/15/a6afd531-89a1-4cb9-a27d-660e43daf7ca1626321118474-Roadster-Men-Olive-Green--Off-White-Brand-Logo-Printed-T-shi-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13623548/2021/7/15/d64333c4-837e-40fd-8763-0cb098d7ce6d1626321118464-Roadster-Men-Olive-Green--Off-White-Brand-Logo-Printed-T-shi-2.jpg,http://assets.myntassets.com/assets/images/13623548/2021/7/15/a6afd531-89a1-4cb9-a27d-660e43daf7ca1626321118474-Roadster-Men-Olive-Green--Off-White-Brand-Logo-Printed-T-shi-1.jpg,http://assets.myntassets.com/assets/images/13623548/2021/7/15/d64333c4-837e-40fd-8763-0cb098d7ce6d1626321118464-Roadster-Men-Olive-Green--Off-White-Brand-Logo-Printed-T-shi-2.jpg,http://assets.myntassets.com/assets/images/13623548/2021/7/15/94cf4feb-c201-4bee-a7b3-3821c70f59331626321118454-Roadster-Men-Olive-Green--Off-White-Brand-Logo-Printed-T-shi-3.jpg,http://assets.myntassets.com/assets/images/13623548/2021/7/15/6c55165f-a33f-450b-ad6a-69630aaa8f411626321118433-Roadster-Men-Olive-Green--Off-White-Brand-Logo-Printed-T-shi-5.jpg,http://assets.myntassets.com/assets/images/13623548/2021/7/15/7019edb5-6dac-44ba-9c62-10614d2e053f1626321118444-Roadster-Men-Olive-Green--Off-White-Brand-Logo-Printed-T-shi-4.jpg",497.9680000000001,12
13904330,Men,Mast & Harbour,Mast  Harbour Men Olive Green Slim Fit Horizontal Stripes Casual Shirt,Olive,"Olive green horizontal stripes opaque Casual shirt ,has a cutaway collar, button placket, long regular sleeves, curved hem",82% cotton 18% linen<br>Machine wash,Shirts,Cotton,Slim Fit,,Striped,,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13904330/2021/7/16/68d54aeb-e04f-4e94-b6c4-c9232f6fff781626420052427-Mast--Harbour-Men-Shirts-301626420051840-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13904330/2021/7/16/8ded2630-8be5-45c3-9b96-cdcfd2c39ccf1626420052419-Mast--Harbour-Men-Shirts-301626420051840-2.jpg,http://assets.myntassets.com/assets/images/13904330/2021/7/16/68d54aeb-e04f-4e94-b6c4-c9232f6fff781626420052427-Mast--Harbour-Men-Shirts-301626420051840-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13904330/2021/7/16/8ded2630-8be5-45c3-9b96-cdcfd2c39ccf1626420052419-Mast--Harbour-Men-Shirts-301626420051840-2.jpg,http://assets.myntassets.com/assets/images/13904330/2021/7/16/68d54aeb-e04f-4e94-b6c4-c9232f6fff781626420052427-Mast--Harbour-Men-Shirts-301626420051840-1.jpg,http://assets.myntassets.com/assets/images/13904330/2021/7/16/8ded2630-8be5-45c3-9b96-cdcfd2c39ccf1626420052419-Mast--Harbour-Men-Shirts-301626420051840-2.jpg,http://assets.myntassets.com/assets/images/13904330/2021/7/16/fcc409bb-a7be-41f0-b261-892af39c71cd1626420052411-Mast--Harbour-Men-Shirts-301626420051840-3.jpg,http://assets.myntassets.com/assets/images/13904330/2021/7/16/29b37544-c7d9-44b3-94fc-9edfd17ec3b91626420052394-Mast--Harbour-Men-Shirts-301626420051840-5.jpg,http://assets.myntassets.com/assets/images/13904330/2021/7/16/c81fe783-5e21-4c05-b8d4-ec13f5435f361626420052403-Mast--Harbour-Men-Shirts-301626420051840-4.jpg,http://assets.myntassets.com/assets/images/13904330/2021/7/16/f01d323a-1123-43a9-a0c3-c1561183e7ab1626420052385-Mast--Harbour-Men-Shirts-301626420051840-6.jpg",1127.696,9
14695932,Men,HERE&NOW,HERENOW Men Navy Blue  Rust Orange Printed T-shirt,Navy Blue,"<ul> <li> Navy blue and rust Tshirt for men </li> <li> Geometric printed </li> <li> Regular length </li> <li> Round neck </li> <li> Short,  regular sleeves </li> <li> Knitted cotton fabric </li> </ul>",100% Cotton<br>Machine wash,Tshirts,Cotton,Regular Fit,Round Neck,Printed,,Regular,India,,Machine Wash,Short Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/14695932/2021/8/19/cb51ee6a-3601-4a7a-8ef2-101f5bf8f1cd1629364519286-HERENOW-Men-Tshirts-3961629364518642-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/14695932/2021/8/19/1e7f5338-9594-43d9-8a0b-dabef5fd7dc81629364519277-HERENOW-Men-Tshirts-3961629364518642-2.jpg,http://assets.myntassets.com/assets/images/14695932/2021/8/19/cb51ee6a-3601-4a7a-8ef2-101f5bf8f1cd1629364519286-HERENOW-Men-Tshirts-3961629364518642-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/14695932/2021/8/19/1e7f5338-9594-43d9-8a0b-dabef5fd7dc81629364519277-HERENOW-Men-Tshirts-3961629364518642-2.jpg,http://assets.myntassets.com/assets/images/14695932/2021/8/19/cb51ee6a-3601-4a7a-8ef2-101f5bf8f1cd1629364519286-HERENOW-Men-Tshirts-3961629364518642-1.jpg,http://assets.myntassets.com/assets/images/14695932/2021/8/19/1e7f5338-9594-43d9-8a0b-dabef5fd7dc81629364519277-HERENOW-Men-Tshirts-3961629364518642-2.jpg,http://assets.myntassets.com/assets/images/14695932/2021/8/19/0a88b469-a69f-4664-a37e-96ae974d93b11629364519270-HERENOW-Men-Tshirts-3961629364518642-3.jpg,http://assets.myntassets.com/assets/images/14695932/2021/8/19/50705693-7154-4cd1-b6ce-c04d3f3f54121629364519254-HERENOW-Men-Tshirts-3961629364518642-5.jpg,http://assets.myntassets.com/assets/images/14695932/2021/8/19/49886cd3-10f2-4805-887c-df1017f9154c1629364519263-HERENOW-Men-Tshirts-3961629364518642-4.jpg",480.24,11
11991530,Women,Roadster,Roadster Women Olive Green Printed Sweatshirt,Olive,"Olive Green printed sweatshirt, has a round neck,  straight hem",Material: 60% Cotton and 40% Polyester<br>Machine Wash,Sweatshirts,Polyester,,Round Neck,Printed,Pullover,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/11991530/2020/10/13/06559c0e-7975-4cfc-8ab5-d18a154832bf1602572664842-Roadster-Women-Sweatshirts-7841602572662942-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/11991530/2020/10/13/0d16e970-b816-4dbc-aa54-08637d17d4731602572664781-Roadster-Women-Sweatshirts-7841602572662942-2.jpg,http://assets.myntassets.com/assets/images/11991530/2020/10/13/06559c0e-7975-4cfc-8ab5-d18a154832bf1602572664842-Roadster-Women-Sweatshirts-7841602572662942-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/11991530/2020/10/13/0d16e970-b816-4dbc-aa54-08637d17d4731602572664781-Roadster-Women-Sweatshirts-7841602572662942-2.jpg,http://assets.myntassets.com/assets/images/11991530/2020/10/13/06559c0e-7975-4cfc-8ab5-d18a154832bf1602572664842-Roadster-Women-Sweatshirts-7841602572662942-1.jpg,http://assets.myntassets.com/assets/images/11991530/2020/10/13/0d16e970-b816-4dbc-aa54-08637d17d4731602572664781-Roadster-Women-Sweatshirts-7841602572662942-2.jpg,http://assets.myntassets.com/assets/images/11991530/2020/10/13/19fc5dc9-fb0e-478c-9950-39ebf83b19cc1602572664707-Roadster-Women-Sweatshirts-7841602572662942-3.jpg,http://assets.myntassets.com/assets/images/11991530/2020/10/13/90cef8b3-2865-42cf-82e8-c35654217cdd1602572664561-Roadster-Women-Sweatshirts-7841602572662942-5.jpg,http://assets.myntassets.com/assets/images/11991530/2020/10/13/6b7afe55-cd75-456b-b9e5-bc2096ba0c3d1602572664627-Roadster-Women-Sweatshirts-7841602572662942-4.jpg",653.6,10
14382998,Men,Mast & Harbour,Mast  Harbour Men Grey Floral Printed Casual Shirt,Grey,"Grey and white floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem",100% cotton<br>Machine wash,Shirts,Cotton,Regular Fit,,Printed,,Regular,India,,Machine Wash,Long Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/14382998/2021/6/30/e01661c8-40de-455b-ba6f-41954c64aafa1625037987081-Mast--Harbour-Men-Shirts-3141625037986469-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/14382998/2021/6/30/0ccf5ce2-c63b-40b2-ad53-d9ce718745f61625037987072-Mast--Harbour-Men-Shirts-3141625037986469-2.jpg,http://assets.myntassets.com/assets/images/14382998/2021/6/30/e01661c8-40de-455b-ba6f-41954c64aafa1625037987081-Mast--Harbour-Men-Shirts-3141625037986469-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/14382998/2021/6/30/0ccf5ce2-c63b-40b2-ad53-d9ce718745f61625037987072-Mast--Harbour-Men-Shirts-3141625037986469-2.jpg,http://assets.myntassets.com/assets/images/14382998/2021/6/30/e01661c8-40de-455b-ba6f-41954c64aafa1625037987081-Mast--Harbour-Men-Shirts-3141625037986469-1.jpg,http://assets.myntassets.com/assets/images/14382998/2021/6/30/0ccf5ce2-c63b-40b2-ad53-d9ce718745f61625037987072-Mast--Harbour-Men-Shirts-3141625037986469-2.jpg,http://assets.myntassets.com/assets/images/14382998/2021/6/30/f9f8e05a-792e-478a-8d47-6da19422ab6a1625037987064-Mast--Harbour-Men-Shirts-3141625037986469-3.jpg,http://assets.myntassets.com/assets/images/14382998/2021/6/30/0713aeed-3b3b-4003-8e3b-5e69d83785f61625037987047-Mast--Harbour-Men-Shirts-3141625037986469-5.jpg,http://assets.myntassets.com/assets/images/14382998/2021/6/30/d9850cdf-3a9e-42f8-b598-8b26520f88981625037987056-Mast--Harbour-Men-Shirts-3141625037986469-4.jpg,http://assets.myntassets.com/assets/images/14382998/2021/6/30/37704d13-6b9f-45bd-830e-b1d5688279761625037987036-Mast--Harbour-Men-Shirts-3141625037986469-6.jpg",1016.8000000000001,10
13622706,Men,Roadster,Roadster Men Burgundy  White Brand Logo Printed Applique Cotton T-shirt,Burgundy,"<ul> <li> Burgundy and white Tshirt for men </li> <li> Brand logo printed </li> <li> Regular length </li> <li> Round neck </li> <li> Short,  regular sleeves </li> <li> Knitted cotton fabric </li> </ul>",Cotton <br> Machine wash,Tshirts,Cotton,Regular Fit,Round Neck,Printed,,Regular,India,,Machine Wash,Short Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13622706/2021/6/23/98045b61-d434-46c9-ac02-b2989779f3901624442038796-Roadster-Men-Tshirts-4121624442038469-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13622706/2021/6/23/639a8b38-d5c6-4ec7-8f38-b7dd6b04c2461624442038788-Roadster-Men-Tshirts-4121624442038469-2.jpg,http://assets.myntassets.com/assets/images/13622706/2021/6/23/98045b61-d434-46c9-ac02-b2989779f3901624442038796-Roadster-Men-Tshirts-4121624442038469-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13622706/2021/6/23/639a8b38-d5c6-4ec7-8f38-b7dd6b04c2461624442038788-Roadster-Men-Tshirts-4121624442038469-2.jpg,http://assets.myntassets.com/assets/images/13622706/2021/6/23/98045b61-d434-46c9-ac02-b2989779f3901624442038796-Roadster-Men-Tshirts-4121624442038469-1.jpg,http://assets.myntassets.com/assets/images/13622706/2021/6/23/639a8b38-d5c6-4ec7-8f38-b7dd6b04c2461624442038788-Roadster-Men-Tshirts-4121624442038469-2.jpg,http://assets.myntassets.com/assets/images/13622706/2021/6/23/3893cc89-597b-48f0-8bb4-4ae5d31957451624442038779-Roadster-Men-Tshirts-4121624442038469-3.jpg,http://assets.myntassets.com/assets/images/13622706/2021/6/23/3a4bf1db-5a40-40ed-9be2-8a102dc26ae21624442038763-Roadster-Men-Tshirts-4121624442038469-5.jpg,http://assets.myntassets.com/assets/images/13622706/2021/6/23/eb832022-37b9-496b-9fa1-9f7d9602a5431624442038771-Roadster-Men-Tshirts-4121624442038469-4.jpg",525.056,12
13822478,Men,M&H Our Water,MH Our Water Men Beige Typography Printed Organic Cotton T-shirt,Beige,"<ul> <li> Beige Tshirt for men </li> <li> Typography printed </li> <li> Regular length </li> <li> Round neck </li> <li> Short,  regular sleeves </li> <li> Knitted organic cotton fabric </li> </ul>",Organic cotton <br> Machine wash,Tshirts,Organic Cotton,Regular Fit,Round Neck,Printed,,Regular,India,,Machine Wash,Short Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13822478/2021/9/4/2a0a9ec1-55c1-4fc3-bf56-1123e2d8b4931630753123861-MH-Our-Water-Men-Beige-Typography-Printed-Organic-Cotton-T-s-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13822478/2021/9/4/f67c1498-c041-443a-a46a-4454113327161630753123851-MH-Our-Water-Men-Beige-Typography-Printed-Organic-Cotton-T-s-2.jpg,http://assets.myntassets.com/assets/images/13822478/2021/9/4/2a0a9ec1-55c1-4fc3-bf56-1123e2d8b4931630753123861-MH-Our-Water-Men-Beige-Typography-Printed-Organic-Cotton-T-s-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13822478/2021/9/4/f67c1498-c041-443a-a46a-4454113327161630753123851-MH-Our-Water-Men-Beige-Typography-Printed-Organic-Cotton-T-s-2.jpg,http://assets.myntassets.com/assets/images/13822478/2021/9/4/2a0a9ec1-55c1-4fc3-bf56-1123e2d8b4931630753123861-MH-Our-Water-Men-Beige-Typography-Printed-Organic-Cotton-T-s-1.jpg,http://assets.myntassets.com/assets/images/13822478/2021/9/4/f67c1498-c041-443a-a46a-4454113327161630753123851-MH-Our-Water-Men-Beige-Typography-Printed-Organic-Cotton-T-s-2.jpg,http://assets.myntassets.com/assets/images/13822478/2021/9/4/c26ad076-ed8f-4c8c-9bde-3e353cd6aa6d1630753123842-MH-Our-Water-Men-Beige-Typography-Printed-Organic-Cotton-T-s-3.jpg,http://assets.myntassets.com/assets/images/13822478/2021/9/4/fbe633a7-1875-4af5-aa68-b425c9079b4b1630753123824-MH-Our-Water-Men-Beige-Typography-Printed-Organic-Cotton-T-s-5.jpg,http://assets.myntassets.com/assets/images/13822478/2021/9/4/3754a750-b7a2-4af3-828f-ffce453bf3ba1630753123833-MH-Our-Water-Men-Beige-Typography-Printed-Organic-Cotton-T-s-4.jpg",543.936,12
13613782,Men,Roadster,Roadster Men Sea Green Pure Cotton Solid T-shirt,Sea Green,"<ul> <li> Sea green Tshirt for men </li> <li> Solid </li> <li> Regular length </li> <li> Round neck </li> <li> Short,  regular sleeves </li> <li> Knitted cotton fabric </li> </ul>",Cotton <br> Machine wash,Tshirts,Cotton,Regular Fit,Round Neck,Solid,,Regular,India,,Machine Wash,Short Sleeves,"https://azmyntra.myntassets.com/dam-assets/assets/images/13613782/2021/7/27/8a862ebc-ea8f-4a28-886c-61bc71f38f801627378973855-Roadster-Men-Tshirts-7211627378973348-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13613782/2021/7/27/b0825a77-c445-471d-80d9-3e752aa29dc91627378973836-Roadster-Men-Tshirts-7211627378973348-2.jpg,http://assets.myntassets.com/assets/images/13613782/2021/7/27/8a862ebc-ea8f-4a28-886c-61bc71f38f801627378973855-Roadster-Men-Tshirts-7211627378973348-1.jpg,https://azmyntra.myntassets.com/dam-assets/assets/images/13613782/2021/7/27/b0825a77-c445-471d-80d9-3e752aa29dc91627378973836-Roadster-Men-Tshirts-7211627378973348-2.jpg,http://assets.myntassets.com/assets/images/13613782/2021/7/27/8a862ebc-ea8f-4a28-886c-61bc71f38f801627378973855-Roadster-Men-Tshirts-7211627378973348-1.jpg,http://assets.myntassets.com/assets/images/13613782/2021/7/27/b0825a77-c445-471d-80d9-3e752aa29dc91627378973836-Roadster-Men-Tshirts-7211627378973348-2.jpg,http://assets.myntassets.com/assets/images/13613782/2021/7/27/21911c6a-5fed-48db-a6fc-fff853c1a4b71627378973817-Roadster-Men-Tshirts-7211627378973348-3.jpg,http://assets.myntassets.com/assets/images/13613782/2021/7/27/445300a8-7cc6-4b66-9ef8-89eedffca2761627378973779-Roadster-Men-Tshirts-7211627378973348-5.jpg,http://assets.myntassets.com/assets/images/13613782/2021/7/27/26a30a96-0988-4416-a3c7-9d8b0db68d8e1627378973798-Roadster-Men-Tshirts-7211627378973348-4.jpg",532.88,12
